x;y;z
12.0269064638776;54.2536744515855;-15.23
12.0269393552514;54.2541232009277;-15.38
12.0269722475247;54.2545719502227;-15.55
12.0270051406976;54.2550206994704;-15.67
12.0270380347702;54.2554694486709;-15.78
12.0270709297425;54.2559181978242;-15.92
12.0271038256146;54.2563669469303;-16.07
12.0271367223863;54.2568156959891;-16.22
12.0271696200579;54.2572644450007;-16.22
12.0272025186293;54.2577131939651;-16.3
12.0272354181005;54.2581619428822;-16.34
12.0272683184717;54.2586106917521;-16.38
12.0273012197427;54.2590594405748;-16.61
12.0273341219137;54.2595081893502;-16.66
12.0273670249847;54.2599569380785;-16.62
12.0273999289558;54.2604056867594;-16.61
12.0274328338268;54.2608544353932;-16.67
12.027465739598;54.2613031839797;-16.76
12.0274986462693;54.261751932519;-16.75
12.0275315538407;54.2622006810111;-16.84
12.0275644623124;54.2626494294559;-16.89
12.0275973716842;54.2630981778535;-16.9
12.0269164030371;54.2433339495238;-15.03
12.026949282021;54.243782699636;-15.11
12.026982161904;54.244231449701;-15.18
12.0270150426861;54.2446801997188;-15.13
12.0270479243672;54.2451289496894;-15.04
12.0270808069475;54.2455776996127;-15.13
12.0271136904271;54.2460264494888;-15.26
12.0271465748058;54.2464751993177;-15.24
12.0271794600837;54.2469239490993;-15.39
12.027212346261;54.2473726988338;-15.55
12.0272452333376;54.247821448521;-15.69
12.0272781213135;54.2482701981609;-15.78
12.0273110101888;54.2487189477537;-15.63
12.0273438999635;54.2491676972992;-15.46
12.0273767906377;54.2496164467974;-15.25
12.0274096822113;54.2500651962485;-15.16
12.0274425746845;54.2505139456523;-15.12
12.0274754680572;54.2509626950088;-14.99
12.0275083623295;54.2514114443182;-14.96
12.0275412575014;54.2518601935803;-14.96
12.027574153573;54.2523089427952;-14.94
12.0276070505442;54.2527576919629;-14.99
12.0276399484152;54.2532064410833;-15.14
12.0276728471859;54.2536551901564;-15.27
12.0277057468564;54.2541039391824;-15.4
12.0277386474267;54.2545526881611;-15.55
12.0277715488968;54.2550014370926;-15.7
12.0278044512669;54.2554501859768;-15.83
12.0278373545368;54.2558989348138;-15.95
12.0278702587067;54.2563476836036;-16.12
12.0279031637766;54.2567964323462;-16.31
12.0279360697465;54.2572451810414;-16.31
12.0279689766164;54.2576939296895;-16.35
12.0280018843865;54.2581426782903;-16.39
