x;y;z
12.0696201525001;54.2085343583705;-11.44
12.0696534522954;54.2089830932638;-11.56
12.0696867530006;54.2094318281095;-11.7
12.0697200546157;54.2098805629075;-11.94
12.0697533571407;54.210329297658;-12.1
12.0697866605756;54.2107780323609;-12.19
12.0698199649205;54.2112267670161;-12.11
12.0698532701754;54.2116755016238;-12.23
12.0698865763403;54.2121242361838;-12.3
12.0699198834153;54.2125729706962;-12.29
12.0699531914004;54.213021705161;-12.05
12.0699865002957;54.2134704395782;-12.27
12.0700198101011;54.2139191739478;-12.49
12.0700531208168;54.2143679082698;-12.42
12.0700864324427;54.2148166425442;-12.39
12.0701197449788;54.215265376771;-12.19
12.0701530584253;54.2157141109501;-11.6
12.0701863727821;54.2161628450817;-11.65
12.0702196880493;54.2166115791656;-11.5
12.0702530042269;54.2170603132019;-11.67
12.070286321315;54.2175090471906;-11.8
12.0703196393135;54.2179577811317;-12.15
12.0703529582225;54.2184065150252;-12.64
12.0703862780421;54.2188552488711;-13.32
12.0704195987723;54.2193039826694;-13.48
12.0704529204131;54.21975271642;-13.59
12.0704862429645;54.220201450123;-13.44
12.0705195664266;54.2206501837784;-13.49
12.0705528907994;54.2210989173862;-13.41
12.070586216083;54.2215476509464;-13.49
12.0706195422773;54.221996384459;-13.58
12.0706528693825;54.2224451179239;-13.44
12.0706861973985;54.2228938513412;-13.62
12.0707195263254;54.223342584711;-13.33
12.0707528561632;54.2237913180331;-13.09
12.0707861869119;54.2242400513075;-12.74
12.0708195185717;54.2246887845344;-12.49
12.0708528511424;54.2251375177137;-12.24
12.0708861846242;54.2255862508453;-12.06
12.0709195190171;54.2260349839293;-12.08
12.0709528543211;54.2264837169657;-12.05
